,0,1,2
0,Comedy,Crime,0.9999992734316359
1,Adventure,Animation,0.999979536730294
2,Horror,Mystery,0.9993223328720867
3,Romance,Mystery,0.9988388014356596
4,Animation,Action,0.9978255648892166
5,Fantasy,Thriller,0.9977247583150487
6,Adventure,Action,0.997383495926572
7,Documentary,Film-Noir,0.9970385136479845
8,Romance,Horror,0.9963885822800489
9,Fantasy,Sci-Fi,0.9955891449737073
